Tiempo (mseg)	Length  Destinos
23541396	1085	221239137121
23541396	1085	221239137121
23541396	1085	221239137121
23541503	1089	202105117161
23542304	255	202105117161
23545986	57	22282227138
23546855	132	202105117161
23546855	132	61144253211
23550146	1089	202105117161
23551230	1089	202105117161
23551230	1089	202105117161
23551230	1089	202105117161
23551240	1089	202105117161
23551240	1089	202105117161
23552001	55	221239137121
23552324	1089	202105117161
23552324	1089	202105117161
23554892	62	2181722849
23555302	62	1219231214
23555302	1085	221239137121
23555595	1089	202105117161
23556054	1085	221239137121
23556445	1085	221239137121
23556689	1089	202105117161
23556855	1085	221239137121
23557646	1085	221239137121
23557783	1089	202105117161
23558808	1085	221239137121
23558808	1085	221239137121
23558886	1089	202105117161
23558886	131	202105117161
23558886	131	61144253211
23559716	1085	221239137121
23559716	1085	221239137121
23560019	85	1219231214
23560048	1085	221239137121
23560908	1085	221239137121
23560908	1085	221239137121
23560917	1085	221239137121
23560917	1085	221239137121
23560917	1085	221239137121
23560917	1085	221239137121
23561064	1089	202105117161
23561064	132	61144253211
23561474	57	61144253211
23562080	57	21917458170
23562109	1085	221239137121
23562109	1085	221239137121
23562109	1085	221239137121
23562109	1085	221239137121
23562109	1085	221239137121
23562109	1085	221239137121
23562109	1085	221239137121
23562119	1085	221239137121
23562148	57	21917458170
23562158	1089	202105117161
23562158	255	202105117161
23563251	1085	221239137121
23563251	1085	221239137121
23563251	1085	221239137121
23563251	1085	221239137121
23563261	1085	221239137121
23563261	1085	221239137121
23563261	1085	221239137121
23563261	1085	221239137121
23563759	62	2181721757
23563759	62	2181721757
23566494	62	1231121779
23566533	132	202105117161
23566533	132	61144253211
23568720	132	202105117161
23568720	132	61144253211
23570048	131	61144209107
23570048	133	61144209107
23570048	133	2181721757
23570048	155	2181721757
23570048	135	1231121779
23570058	135	202105117161
23570058	133	1219231214
23570058	132	2181722849
23570058	130	193205213188
23570058	132	202105117161
23570058	132	61144253211
23570058	133	61144253211
23570058	132	1301929144
23570058	132	21917458170
23570058	130	21917458170
23570058	130	222129136247
23570058	130	22282227138
23575283	1085	221239137121
23575615	62	2181722849
23575761	57	193205213188
23576250	1085	221239137121
23576396	57	1301929144
23576708	1085	221239137121
23577470	1085	221239137121
23577949	1085	221239137121
23578564	1089	202105117161
23579316	1085	221239137121
23579316	299	221239137121
23579658	1089	202105117161
23580019	1085	221239137121
23580019	1085	221239137121
23580019	1085	221239137121
23581708	1085	221239137121
23581708	55	221239137121
23583457	62	1219231214
23584472	55	130192869
23584472	104	130192869
23585517	57	222129136247
23586220	62	1219231214
23586445	62	61144209107
23588603	62	1231121779
23589511	1089	202105117161
23590029	85	1219231214
23590595	131	61144209107
23590605	133	61144209107
23590605	133	2181721757
23590605	155	2181721757
23590605	135	1231121779
23590605	133	1219231214
23590605	132	2181722849
23590605	132	202105117161
23590605	132	61144253211
23590605	133	61144253211
23590605	132	21917458170
23590605	130	21917458170
23590605	130	222129136247
23590605	130	22282227138
23591044	57	61144253211
23591689	1085	221239137121
23591689	1085	221239137121
23591689	1085	221239137121
23591699	1085	221239137121
23592089	62	2181721757
23592109	62	2181721757
23594189	62	2181721757
23594970	62	2181721757
23596250	60	61144209107
23596250	62	61144209107
23596298	57	22282227138
23597158	132	202105117161
23597158	132	61144253211
23597158	1085	221239137121
23597167	1085	221239137121
23598251	1085	221239137121
23599082	117	130192869
23599345	299	221239137121
23599345	56	130192869
23599902	62	202105117161
23600029	85	2181721757
23603261	62	2181721757
23604111	62	2181722849
23606875	88	130192869
23607011	57	130192869
23608056	77	130192869
23608105	57	130192869
23609199	132	202105117161
23609199	132	61144253211
23609199	1085	221239137121
23609199	1085	221239137121
23610029	85	61144209107
23610029	85	1219231214
23611386	131	61144253211
23612480	57	21917458170
23612480	57	21917458170
23615751	131	202105117161
23615761	131	61144253211
23616669	62	1231121779
23617353	62	61144209107
23619033	132	202105117161
23619033	132	61144253211
23620048	131	61144209107
23620048	133	61144209107
23620048	133	2181721757
23620048	133	2181721757
23620048	135	1231121779
23620048	135	202105117161
23620048	133	1219231214
23620048	132	2181722849
23620048	130	193205213188
23620048	132	202105117161
23620058	132	61144253211
23620058	133	61144253211
23620058	132	1301929144
23620058	131	221239137121
23620058	132	21917458170
23620058	130	21917458170
23620058	130	222129136247
23620058	130	22282227138
23620058	129	130192869
23623203	62	2181721757
23623222	62	2181721757
23623828	62	2181721757
23625019	57	193205213188
23626152	57	22282227138
23626689	57	1301929144
23626689	1085	221239137121
23628369	55	21913023269
23628369	104	21913023269
23629707	62	202105117161
23630068	85	2181721757
23630068	85	2181721757
23630751	57	130192869
23633750	62	1219231214
23635322	57	222129136247
23639746	62	202105117161
23640908	62	202105117161
23640908	132	202105117161
23640908	132	61144253211
23641406	57	61144253211
23641562	57	21917458170
23641621	57	21917458170
23643720	62	2181721757
23643720	62	2181721757
23645458	60	61144209107
23645878	62	1219231214
23646601	57	22282227138
23647480	132	202105117161
23647480	132	61144253211
23647871	117	21913023269
23648574	56	21913023269
23649667	1085	221239137121
23649667	1085	221239137121
23650078	83	61144209107
23650078	85	2181721757
23650078	85	2181721757
23650078	87	202105117161
23650078	85	1219231214
23650078	85	61144253211
23654384	62	2181722849
23659511	132	202105117161
23659511	132	61144253211
23659716	62	202105117161
23660605	132	202105117161
23660605	132	61144253211
23663310	62	2181721757
23663310	62	2181721757
23665224	88	21913023269
23665507	62	1219231214
23666074	132	202105117161
23666074	132	61144253211
23666074	57	21913023269
23666904	62	1231121779
23667167	1085	221239137121
23667968	62	61144209107
23668095	189	61144209107
23668251	126	61144209107
23668837	189	61144209107
23668896	126	61144209107
23669130	378	61144209107
23669199	189	61144209107
23669355	252	61144209107
23669355	132	202105117161
23669355	132	61144253211
23670058	83	61144209107
23670058	131	61144209107
23670058	133	61144209107
23670058	133	2181721757
23670058	133	2181721757
23670058	157	1231121779
23670058	157	202105117161
23670058	155	1219231214
23670058	132	2181722849
23670068	130	193205213188
23670068	132	202105117161
23670068	132	61144253211
23670068	85	61144253211
23670068	133	61144253211
23670068	132	1301929144
23670068	131	221239137121
23670068	132	21917458170
23670068	130	21917458170
23670068	130	222129136247
23670068	130	22282227138
23670078	129	130192869
23671884	63	61144209107
23672099	63	61144209107
23672187	63	61144209107
23672636	189	61144209107
23672988	63	61144209107
23673105	126	61144209107
23673281	126	61144209107
23673349	62	2181721757
23673359	62	2181721757
23673730	314	61144209107
23674970	57	1301929144
23675302	57	193205213188
23676445	57	22282227138
23679765	62	202105117161
23679951	62	202105117161
23680039	85	2181721757
23680039	85	2181721757
23680039	87	202105117161
23680722	55	221239137121
23681005	57	130192869
23684072	62	1219231214
23687197	63	61144209107
23687939	63	61144209107
23688105	126	61144209107
23689042	315	61144209107
23689199	126	61144209107
23690029	63	61144209107
23690029	155	1219231214
23690039	132	202105117161
23690039	132	61144253211
23690039	133	61144253211
23690683	57	61144253211
23692333	57	21917458170
23692333	57	21917458170
23693310	63	61144209107
23693417	63	61144209107
23694033	62	2181721757
23694277	62	2181721757
23695800	60	61144209107
23696699	131	202105117161
23696699	131	61144253211
23697792	88	21913023269
23698916	85	61144253211
23700039	62	202105117161
23700058	85	2181721757
23700058	85	2181721757
23701621	62	1231121779
23702802	55	221239137121
23704736	62	2181722849
23706542	1085	221239137121
23706542	1085	221239137121
23707197	57	222129136247
23709824	132	202105117161
23709833	132	61144253211
23710917	132	202105117161
23710917	132	61144253211
23712500	77	21913023269
23713105	57	21913023269
23713955	62	2181721757
23713955	62	2181721757
23716386	63	61144209107
23716386	132	202105117161
23716396	132	61144253211
23718085	63	61144209107
23718105	63	61144209107
23718535	62	1231121779
23718574	155	1219231214
23718583	132	202105117161
23718583	132	61144253211
23718583	133	61144253211
23720058	131	61144209107
23720058	133	61144209107
23720058	133	2181721757
23720068	133	2181721757
23720068	135	1231121779
23720068	157	202105117161
23720068	133	1219231214
23720068	132	2181722849
23720068	130	193205213188
23720068	132	202105117161
23720068	132	61144253211
23720068	133	61144253211
23720068	132	1301929144
23720068	131	221239137121
23720068	132	21917458170
23720068	130	21917458170
23720068	130	222129136247
23720068	130	22282227138
23720068	130	130192869
23720068	129	21913023269
23721855	132	61144253211
23723369	62	2181721757
23723369	62	2181721757
23724042	1085	221239137121
23725634	57	193205213188
23726230	57	1301929144
23727675	60	61144209107
23729814	62	202105117161
23730039	85	2181721757
23730039	85	2181721757
23730390	57	130192869
23730605	62	202105117161
23731376	55	221239137121
23733300	62	1219231214
23736591	57	222129136247
23740039	87	202105117161
23740039	82	193205213188
23740039	132	202105117161
23740039	132	61144253211
23740927	57	61144253211
23741269	57	21917458170
23744765	58	61144253211
23744814	116	61144253211
23745292	348	61144253211
23745439	348	61144253211
23745527	57	193205213188
23745908	58	61144253211
23746064	406	61144253211
23746064	60	61144209107
23746132	57	22282227138
23747001	132	202105117161
23747001	132	61144253211
23749345	174	61144253211
23749931	116	61144253211
23750029	92	21115522414
23750029	58	61144253211
23750156	348	61144253211
23750283	231	61144253211
23753496	62	2181721757
23753925	62	2181722849
23754013	62	1219231214
23759042	132	202105117161
23759042	132	61144253211
23760039	83	61144209107
23760039	85	2181721757
23760039	81	21913023269
23760048	57	21913023269
23761220	132	202105117161
23761220	132	61144253211
23763974	58	61144253211
23764062	174	61144253211
23764160	62	2181721757
23764521	232	61144253211
23765058	58	61144253211
23766650	62	1231121779
23766699	132	202105117161
23766699	132	61144253211
23767353	60	61144209107
23768896	132	202105117161
23768896	132	61144253211
23770068	131	61144209107
23770068	133	61144209107
23770068	85	61144209107
23770078	133	2181721757
23770078	133	2181721757
23770078	135	1231121779
23770078	135	202105117161
23770078	133	1219231214
23770078	154	2181722849
23770078	130	193205213188
23770078	132	202105117161
23770078	132	61144253211
23770078	133	61144253211
23770087	132	1301929144
23770087	131	221239137121
23770087	132	21917458170
23770087	130	21917458170
23770087	130	222129136247
23770087	130	22282227138
23770087	130	130192869
23770087	129	21913023269
23773642	124	2181721757
23774384	62	2181721757
23774697	63	1219231214
23775009	57	193205213188
23775439	189	1219231214
23775781	63	1219231214
23775917	378	1219231214
23776416	63	1219231214
23776542	378	1219231214
23776542	57	1301929144
23777031	126	1219231214
23777636	315	1219231214
23779765	58	21913023269
23780029	85	2181721757
23780029	85	2181721757
23780029	62	202105117161
23780439	126	1219231214
23780527	57	130192869
23780761	189	1219231214
23781445	63	1219231214
23781591	63	1219231214
23781982	252	1219231214
23783095	63	1219231214
23783613	62	1219231214
23787343	57	222129136247
23787470	62	61144209107
23787470	1085	221239137121
23790029	87	202105117161
23790751	92	21115522414
23790751	131	61144209107
23790751	132	202105117161
23790751	130	21917458170
23791269	57	61144253211
23793554	62	2181721757
23793554	62	2181721757
23794550	58	21913023269
23795986	63	1219231214
23796230	54	21115522414
23796230	189	1219231214
23796748	63	1219231214
23796748	57	22282227138
23797255	63	1219231214
23797324	126	1219231214
23797324	132	202105117161
23797324	57	22282227138
23800058	1084	22282227138
23800058	1084	22282227138
23800058	1084	22282227138
23800058	1084	22282227138
23800058	1084	22282227138
23800058	1084	22282227138
23800058	1084	22282227138
23800068	1084	22282227138
23800068	85	2181721757
23800068	85	61144253211
23800146	1084	22282227138
23800146	1084	22282227138
23800146	1084	22282227138
23800146	1084	22282227138
23800146	1084	22282227138
23800146	1084	22282227138
23800146	1084	22282227138
23800146	1084	22282227138
23800605	62	202105117161
23800761	1084	22282227138
23800761	1084	22282227138
23800761	1084	22282227138
23800761	1084	22282227138
23800761	1084	22282227138
23800761	1084	22282227138
23800771	1084	22282227138
23800771	1084	22282227138
23801386	1084	22282227138
23801386	1084	22282227138
23801386	1084	22282227138
23801396	1084	22282227138
23801396	1084	22282227138
23801396	1084	22282227138
23801396	1084	22282227138
23801396	1084	22282227138
23802792	63	1219231214
23804238	62	2181722849
23806933	1084	22282227138
23807324	1084	22282227138
23807714	1084	22282227138
23808115	1084	22282227138
23809355	132	202105117161
23809433	1084	22282227138
23809433	1084	22282227138
23810039	87	202105117161
23810039	131	202105117161
23810390	1084	22282227138
23810390	1084	22282227138
23811191	1084	22282227138
23811191	1084	22282227138
23811523	57	21917458170
23811611	1084	22282227138
23811787	55	221239137121
23811992	1084	22282227138
23812617	58	21913023269
23813183	62	2181721757
23813750	1084	22282227138
23814130	1084	22282227138
23814921	212	22282227138
23815917	132	202105117161
23816806	62	1231121779
23819199	131	61144209107
23819199	132	202105117161
23819199	130	21917458170
23820058	131	61144209107
23820058	133	61144209107
23820058	133	2181721757
23820058	133	2181721757
23820058	135	1231121779
23820058	135	202105117161
